"","state_id","date","policy_type","start_stop","comments","source"
"2421","KY",2020-03-25,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2422","MS",2020-04-03,"Shelter in Place","start","State Policy Start","wikidata"
"2431","ME",2020-05-01,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2436","HI",2020-03-25,"Non-Essential Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2439","MI",2020-03-10,"State of Emergency","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2441","WA",2020-03-16,"Gyms","start","Other measures and details for this policy include: alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2446","IA",2020-03-19,"Stop Initiation Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2447","WI",2020-03-13,"Order Freezing Utility Shut Offs","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2452","HI",2020-03-17,"Nursing Homes","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2458","WI",2020-03-18,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2459","PA",2020-03-20,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2460","AR",2020-04-04,"Non-Essential Businesses","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2463","MI",2020-04-26,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
"2465","NH",2020-03-15,"Nursing Homes","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2466","MN",2020-03-27,"Shelter in Place","start","State Policy Start","wikidata"
"2468","ME",2020-05-01,"Resumed Elective Medical Procedures","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2469","NE",2020-04-10,"Shelter in Place","start","State Policy Start","manual"
"2471","FL",2020-05-11,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2474","UT",2020-03-20,"Allow Expand Medicaid Telehealth Coverage","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2476","OR",2020-03-08,"State of Emergency","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2481","IA",2020-03-25,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2484","AZ",2020-03-24,"Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2486","MS",2020-03-15,"Order Freezing Utility Shut Offs","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2488","GA",2020-04-03,"Nursing Homes","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2490","WV",2020-08-12,"Nursing Homes","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2491","SC",2020-03-30,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2492","CO",2020-03-23,"Suspended Elective Medical Dental Procedures","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2493","IA",2020-03-17,"Entertainment","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2495","WV",2020-03-18,"Food and Drink","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2500","CO",2020-03-17,"Food and Drink","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2503","TX",2020-05-08,"Mandate Face Mask Use By All Individuals In Public Facing Businesses","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access","BU COVID-19 State Policy Database"
"2505","MO",2020-04-06,"Shelter in Place","start","State Policy Start","wikidata"
"2509","HI",2020-03-16,"Childcare (K-12)","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2510","ME",2020-04-07,"Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open","BU COVID-19 State Policy Database"
"2512","OR",2020-07-01,"Mandate Face Mask Use By All Individuals In Public Spaces","start","Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave","BU COVID-19 State Policy Database"
"2514","MI",2020-03-16,"Childcare (K-12)","start","Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, paid sick leave","BU COVID-19 State Policy Database"
